open_time,close_time,side,size_btc,entry_price,exit_price,realised_pnl,commission,reason
2026-06-17 03:17:00+00:00,2026-06-17 03:25:00+00:00,short,0.03802040813843565,65747.58458400001,65722.731616,0.07033820880711239,0.874581778004616,Flat
